Wall time,Step,Value
1554952519.930175,1122,1313.783447265625
1554952550.2805052,1914,3792.9384765625
1554952550.292565,2013,2373.32421875
1554952581.5540247,2376,2084.220703125
1554952611.9715974,2871,1794.35791015625
1554952611.98831,2970,2301.4169921875
1554952643.254931,3630,117.92280578613281
1554952774.6303983,5643,1616.6298828125
1554952774.6410847,5742,1776.0833740234375
1554952807.1618426,6039,1901.62109375
1554952837.6925862,6567,1974.5263671875
1554952927.6481216,8085,2265.47412109375
1554952927.6652117,8250,4061.151611328125
1554952958.864622,8943,1872.5784912109375
1554952989.4035563,9108,1228.094970703125
1554952989.427436,9339,1467.5771484375
1554953019.3998501,9537,990.556396484375
1554953079.7261386,10692,1233.90185546875
1554953079.7329388,10758,875.54345703125
1554953079.75715,11022,1239.3612060546875
1554953137.1174593,11979,288.12481689453125
1554953167.3338017,12639,42.15314483642578
1554953288.3135052,14421,797.782470703125
1554953288.316931,14454,859.1297607421875
1554953320.522779,15114,1237.940185546875
1554953320.5318732,15213,741.0590209960938
1554953350.3779242,15708,626.6190795898438
1554953350.386766,15807,554.0418090820312
1554953380.2906578,15840,695.4655151367188
1554953380.3267758,16170,453.72772216796875
1554953409.3240776,16797,1423.4063720703125
1554953498.7468715,18216,705.1376953125
1554953559.2950733,19107,2017.0587158203125
1554953590.0527177,19635,1182.24560546875
1554953590.0768228,19866,1476.745849609375
1554953590.079931,19899,1121.8538818359375
1554953651.1540737,20988,1737.84716796875
1554953681.1066375,21450,528.6746826171875
1554953710.4680295,21714,60.059757232666016
1554953710.4752908,21780,63.37696838378906
1554953710.4847429,21879,62.95252990722656
1554953710.4914117,21945,56.251834869384766
1554953739.9635272,22341,1281.603759765625
1554953739.9943328,22671,431.7622375488281
1554953831.5233243,24090,46.400089263916016
1554953861.4415581,24354,50.263282775878906
1554953861.4700756,24618,45.776981353759766
1554953922.135493,25344,1059.5565185546875
1554953922.150102,25476,859.0166625976562
1554953922.177712,25773,973.1880493164062
1554953952.3585415,25905,1662.64111328125
1554953952.3661406,25971,1003.2178955078125
1554953983.3776171,26433,905.19140625
1554953983.3849938,26499,991.9891967773438
1554953983.401516,26664,1401.63623046875
1554953983.4077399,26730,1041.403076171875
1554954013.1212888,26994,885.1493530273438
1554954013.1411192,27192,1357.1458740234375
1554954013.1442323,27225,559.4266357421875
1554954073.739801,27984,1176.34619140625
1554954073.7546089,28116,1289.3165283203125
1554954193.74332,30459,652.8285522460938
1554954193.7494335,30525,459.0513916015625
1554954253.1038277,31614,330.7376708984375
1554954283.4320257,31713,1199.376220703125
1554954313.5947466,32274,504.43975830078125
1554954313.626243,32571,687.3963623046875
1554954313.6292584,32604,803.1063842773438
1554954344.4007962,32802,1144.0177001953125
1554954344.40455,32835,1050.0848388671875
1554954344.420364,33000,1207.5770263671875
1554954373.7118735,33594,1519.3668212890625
1554954373.7211452,33693,1646.2578125
1554954404.5242796,33990,2183.673828125
1554954496.3819654,35607,60.47125244140625
