Wall time,Step,Value
1554884845.7888477,1122,37.874210357666016
1554884872.140214,1914,64.37737274169922
1554884872.150411,2013,72.1817626953125
1554884898.2132866,2376,16.09354591369629
1554884924.4424767,2871,49.57587432861328
1554884924.4517806,2970,52.327056884765625
1554884951.6059825,3630,55.65299606323242
1554885052.5131652,5643,74.7896728515625
1554885052.5226123,5742,53.1311149597168
1554885079.2905085,6039,72.79934692382812
1554885104.346502,6567,50.0073356628418
1554885172.0566633,8085,39.4750862121582
1554885172.0724268,8250,51.99011993408203
1554885193.179082,8943,48.93852233886719
1554885214.937606,9108,46.00452423095703
1554885214.962321,9339,41.53517150878906
1554885239.1189752,9537,53.17100524902344
1554885281.6826496,10692,83.48953247070312
1554885281.6886997,10758,87.84971618652344
1554885281.7130575,11022,75.99539184570312
1554885326.1766963,11979,29.873802185058594
1554885348.9036548,12639,51.912628173828125
1554885446.9082978,14421,28.57172393798828
1554885446.9112442,14454,-1.7787067890167236
1554885471.516579,15114,16.421201705932617
1554885471.5262659,15213,20.215076446533203
1554885493.3585603,15708,49.222923278808594
1554885493.3671439,15807,50.603187561035156
1554885517.7451608,15840,58.86463165283203
1554885517.7797732,16170,69.86258697509766
1554885541.479199,16797,57.55622863769531
1554885614.4075503,18216,57.0595703125
1554885659.4496484,19107,71.89958953857422
1554885682.9519615,19635,58.12091064453125
1554885682.9752529,19866,63.17658233642578
1554885682.9783664,19899,54.42313003540039
1554885736.5400538,20988,63.47807693481445
1554885761.2674487,21450,41.01180648803711
1554885784.9378939,21714,47.242462158203125
1554885784.9445899,21780,43.661033630371094
1554885784.9558597,21879,52.56507110595703
1554885784.9624991,21945,40.95897674560547
1554885807.4972188,22341,58.4412727355957
1554885807.5289829,22671,55.90092468261719
1554885878.2170699,24090,57.45930480957031
1554885903.7090898,24354,44.81766128540039
1554885903.7381296,24618,37.430503845214844
1554885955.2907493,25344,79.09136962890625
1554885955.3089645,25476,83.34420776367188
1554885955.3409193,25773,82.74627685546875
1554885983.5943215,25905,63.35376739501953
1554885983.6018047,25971,27.15654754638672
1554886010.1220229,26433,38.829769134521484
1554886010.1294193,26499,55.223106384277344
1554886010.146206,26664,45.94549560546875
1554886010.1521726,26730,46.26749801635742
1554886035.5448508,26994,29.396390914916992
1554886035.5646656,27192,15.1217679977417
1554886035.5677457,27225,18.52799415588379
1554886090.5532596,27984,38.97199249267578
1554886090.5676355,28116,43.12620544433594
1554886196.8410563,30459,43.224517822265625
1554886196.8476787,30525,48.181488037109375
1554886250.2029667,31614,22.806900024414062
1554886277.2821634,31713,34.624053955078125
1554886304.3900483,32274,19.781108856201172
1554886304.4217374,32571,29.99015235900879
1554886304.4253538,32604,33.78926086425781
1554886329.6181207,32802,85.6378173828125
1554886329.621833,32835,55.780426025390625
1554886329.6374435,33000,96.94957733154297
1554886357.3898594,33594,34.94361114501953
1554886357.3989043,33693,43.83338165283203
1554886383.6817493,33990,62.7938232421875
1554886461.255063,35607,38.939674377441406
1554886461.2650063,35706,45.047401428222656
1554886486.3531132,35904,66.85419464111328
1554886486.375869,36102,66.71034240722656
1554886486.3919566,36267,58.9542236328125
1554886513.0728996,36597,54.935848236083984
1554886513.0917919,36795,55.33587646484375
1554886544.621816,36960,34.18672180175781
1554886621.2279875,38676,63.107391357421875
1554886621.2432635,38841,56.06999969482422
1554886621.2461061,38874,70.28500366210938
1554886648.116732,39468,52.772518157958984
1554886672.3286464,39897,71.96597290039062
1554886697.4837778,40326,79.92340087890625
1554886746.6159146,41580,89.83963012695312
1554886773.1814077,42141,62.24177932739258
1554886821.9195619,42801,75.99226379394531
1554886821.9540925,42999,93.93617248535156
1554886821.9957936,43230,81.02083587646484
1554886874.5556881,43956,70.87628936767578
1554886874.5649772,44055,64.59716796875
1554886895.56281,44418,53.4189453125
1554886895.5767612,44517,59.67300796508789
1554886895.58981,44616,60.60045623779297
1554886895.5943785,44649,69.75334167480469
1554886970.3154125,46233,83.08348846435547
1554886970.341672,46431,89.13473510742188
1554886990.962389,46464,90.0165786743164
1554887020.7054684,47190,63.359134674072266
1554887045.7476168,47586,87.53279113769531
1554887045.7806606,47916,83.66094970703125
1554887092.8567262,48906,52.69261169433594
1554887119.2472475,49269,77.98453521728516
1554887119.2733953,49533,62.10973358154297
1554887145.3260503,49731,83.56537628173828
1554887197.0293586,50787,76.59996032714844
1554887197.0427244,50919,72.76170349121094
1554887249.376477,51744,44.01081466674805
1554887277.8025765,52272,57.1567497253418
1554887277.8073545,52305,69.12953186035156
1554887304.1131964,52800,66.84072875976562
1554887304.1280584,52932,75.94466400146484
1554887327.3972683,53493,70.304931640625
1554887381.5125887,54648,67.67350769042969
1554887407.742169,54912,69.1092529296875
1554887434.509469,55572,78.302490234375
1554887461.0915954,56034,53.42237091064453
1554887461.1228967,56331,36.97370910644531
1554887483.4767766,56529,115.32493591308594
1554887483.4849093,56595,95.61678314208984
1554887483.4946413,56694,108.53641510009766
1554887483.5170934,56925,102.83699035644531
1554887511.4431405,57222,69.21099090576172
1554887539.086621,57684,60.97834777832031
1554887539.093055,57750,58.604896545410156
1554887539.1035905,57849,50.2237663269043
1554887565.6821723,58113,76.61027526855469
1554887565.6857762,58146,85.328125
1554887588.4871666,58806,77.92550659179688
1554887588.5172775,59103,78.80856323242188
1554887613.948115,59301,94.45352172851562
1554887613.9743154,59565,78.25640869140625
1554887637.9675646,59862,59.136653900146484
1554887637.9898388,60093,45.86018371582031
1554887687.172305,60786,82.10338592529297
1554887712.0637946,61248,70.42276000976562
1554887712.079299,61380,81.56354522705078
1554887712.1075063,61677,80.18431091308594
1554887740.640663,62106,54.83379364013672
1554887740.6493313,62205,56.76053237915039
1554887766.8156507,62403,65.51518249511719
1554887766.8222754,62469,88.35951232910156
1554887812.1716027,63789,76.62232208251953
1554887837.4176335,64350,70.62688446044922
1554887863.333065,64680,73.89187622070312
1554887863.3456168,64779,96.94719696044922
1554887887.1419713,65439,71.06092071533203
1554887911.5265038,65901,88.12098693847656
1554887911.532709,65967,84.72827911376953
1554887956.9479785,66561,56.47331237792969
1554887956.9633267,66693,56.1866569519043
1554887956.9880881,66957,64.2904052734375
