Wall time,Step,Value
1555925349.9271593,693,111.21559143066406
1555925349.9525635,891,103.24827575683594
1555925349.9630697,990,95.45780181884766
1555925349.9664595,1023,110.11605072021484
1555925373.2911184,1122,93.65390014648438
1555925373.3098383,1320,110.23210906982422
1555925397.2302604,1716,122.5838851928711
1555925397.2497294,1848,128.45726013183594
1555925397.2635458,1914,123.69972229003906
1555925397.271503,1980,110.82111358642578
1555925397.283342,2013,127.88584899902344
1555925397.2968264,2079,129.41091918945312
1555925421.5034022,2277,110.01908874511719
1555925421.5080974,2310,97.14009094238281
1555925421.511845,2343,106.18756103515625
1555925421.5159423,2376,111.11103820800781
1555925446.6394897,2673,116.01608276367188
1555925446.6489046,2772,132.16098022460938
1555925446.6579318,2871,131.3918914794922
1555925446.6611078,2904,127.5567626953125
1555925446.6640415,2937,122.3428726196289
1555925446.6670578,2970,125.74838256835938
1555925446.683002,3135,129.565673828125
1555925469.199636,3399,101.74020385742188
1555925469.2218404,3630,101.83243560791016
1555925493.0033038,3894,101.69367980957031
1555925493.012817,3993,94.30924224853516
1555925493.015774,4026,102.87057495117188
1555925515.5556457,4257,121.68984985351562
1555925515.5718222,4422,127.12939453125
1555925515.596737,4686,127.17707824707031
1555925540.024868,4785,125.26702880859375
1555925540.0284886,4818,108.06210327148438
1555925540.0670414,5115,112.4626235961914
1555925540.07394,5181,117.68806457519531
1555925540.0770302,5214,119.22163391113281
1555925540.0800116,5247,121.00088500976562
1555925563.6739419,5478,90.66372680664062
1555925563.6909983,5643,93.47039794921875
1555925563.6989162,5709,83.58599853515625
1555925563.7020097,5742,87.96824645996094
1555925586.668116,5874,158.43588256835938
1555925586.6843545,6039,157.93002319335938
1555925586.687475,6072,155.70925903320312
1555925586.6964266,6171,147.35562133789062
1555925610.7694876,6369,105.3702392578125
1555925610.7729545,6402,111.52806091308594
1555925610.7802794,6468,113.18083953857422
1555925610.7895887,6567,97.36878204345703
1555925610.7972896,6633,107.57820129394531
1555925610.8008945,6666,120.42658996582031
1555925610.8080318,6732,94.48756408691406
1555925610.815157,6798,121.11239624023438
1555925610.818201,6831,115.96310424804688
1555925636.0487258,7062,125.96214294433594
1555925636.0734067,7326,135.32757568359375
1555925636.0764518,7359,145.24795532226562
1555925659.3287718,7392,114.46820068359375
1555925659.3451312,7524,113.81632995605469
1555925659.3804932,7854,126.47628784179688
1555925659.3849633,7887,131.1052703857422
